NAME,GEOID,STUSPS,O,H,G,pre1970,USDA Plants,BONAP,Nature Serve,anyRecord
Mineral,54057,WV,NA,NA,NA,NA,NA,1,NA,1
Hardy,54031,WV,NA,1,NA,NA,1,1,NA,3
Hampshire,54027,WV,NA,1,NA,NA,1,1,NA,3
Montgomery,05097,AR,NA,NA,NA,NA,1,1,NA,2
Cleveland,05025,AR,NA,NA,NA,NA,NA,NA,NA,0
Lake,12069,FL,NA,NA,NA,NA,NA,NA,NA,0
Marion,12083,FL,NA,5,NA,NA,1,1,NA,7
Columbia,12023,FL,NA,NA,NA,NA,NA,NA,NA,0
Sumter,12119,FL,NA,NA,NA,NA,NA,NA,NA,0
Osceola,12097,FL,NA,NA,NA,NA,NA,NA,NA,0
Suwannee,12121,FL,NA,NA,NA,NA,1,1,NA,2
Union,12125,FL,NA,NA,NA,NA,NA,NA,NA,0
Fulton,13121,GA,1,NA,NA,NA,NA,NA,NA,1
Barrow,13013,GA,NA,NA,NA,NA,NA,NA,NA,0
Jefferson,13163,GA,NA,NA,NA,NA,NA,NA,NA,0
Baldwin,13009,GA,NA,NA,NA,NA,NA,NA,NA,0
Toombs,13279,GA,NA,NA,NA,NA,NA,NA,NA,0
Appling,13001,GA,NA,NA,NA,NA,NA,NA,NA,0
Bleckley,13023,GA,NA,1,NA,NA,NA,1,NA,2
Greene,13133,GA,NA,NA,NA,NA,NA,NA,NA,0
White,13311,GA,NA,NA,NA,NA,NA,NA,NA,0
Warren,13301,GA,NA,NA,NA,NA,NA,NA,NA,0
Wilcox,13315,GA,NA,NA,NA,NA,NA,NA,NA,0
Wayne,13305,GA,NA,NA,NA,NA,NA,NA,NA,0
Twiggs,13289,GA,NA,NA,NA,NA,NA,NA,NA,0
Schley,13249,GA,NA,NA,NA,NA,NA,NA,NA,0
De Witt,17039,IL,NA,NA,NA,NA,1,1,NA,2
